model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	1	ALG_NoGaussSGD	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	69.5294	0.0000	0.0000	4842	0:00:58.709232	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_NoGaussSGD	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0173	42.6069	0.0006	0.0000	8194	0:00:58.811301	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_NoGaussSGD	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0087	45.6679	0.0003	0.0000	3028	0:00:58.934798	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_NoGaussSGD	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0066	50.2042	0.0001	0.0000	9862	0:00:58.880996	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_NoGaussSGD	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	64.2614	0.0000	0.0000	5987	0:00:58.460300	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0162	24.1176	0.0617	0.0004	6244	0:40:55.981178	torch.float32	0.9999512434005737		
resnet18	CIFAR10	False	4	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0100	24.0924	0.0621	0.0005	9562	0:50:43.379245	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0221	44.5570	0.0004	0.0000	3003	0:00:59.762657	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0224	36.8463	0.0022	0.0000	7255	0:00:59.811294	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0158	36.9073	0.0021	0.0000	6261	0:00:59.764814	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0279	32.2000	0.0063	0.0001	514	0:00:59.494152	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0108	40.0489	0.0010	0.0000	6918	0:00:59.156552	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAGrad16	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	69.6503	0.0000	0.0000	4851	0:00:59.427302	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	1.0161	1.5376	7.3932	0.0545	4811	0:00:25.570611	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	1.0308	4.0649	4.1315	0.0422	2357	0:00:01.597918	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	1.0326	5.3650	3.0626	0.0171	8595	0:00:00.576757	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	1.0370	6.5540	2.3291	0.0402	1168	0:00:00.415465	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	1.0465	6.8418	2.1798	0.0145	7618	0:00:00.380656	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	1.0471	7.1384	2.0359	0.0103	2283	0:00:00.356302	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	-0.0000	72.8531	0.0000	0.0000	7238	0:00:58.471275	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	69.8448	0.0000	0.0000	9866	0:00:58.805114	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0121	55.0616	0.0000	0.0000	3749	0:00:59.180962	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0255	23.8552	0.0656	0.0004	4830	0:41:29.940012	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0100	43.0651	0.0005	0.0000	7157	0:00:58.083275	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	66.8944	0.0000	0.0000	3794	0:00:58.839024	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0169	36.5057	0.0024	0.0000	3783	0:00:58.609184	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0059	55.2624	0.0000	0.0000	6846	0:00:59.231361	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0007	56.3111	0.0000	0.0000	3316	0:00:58.668502	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0010	58.5977	0.0000	0.0000	3122	0:00:58.858963	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0219	39.9052	0.0011	0.0000	1405	0:00:58.745346	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0113	43.9843	0.0004	0.0000	5156	0:00:59.029478	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0004	56.1762	0.0000	0.0000	9099	0:00:58.691061	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAWeig19	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0041	59.1356	0.0000	0.0000	5120	0:00:58.967285	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAWeig19	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0032	51.8550	0.0001	0.0000	3578	0:00:59.072801	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAWeig19	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	56.9660	0.0000	0.0000	961	0:00:58.794191	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAWeig19	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0008	57.0641	0.0000	0.0000	2872	0:00:59.046394	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAWeig19	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0006	57.1830	0.0000	0.0000	2914	0:00:58.672089	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rGaussAWeig19	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0200	33.7846	0.0044	0.0000	5429	0:00:58.519095	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9532	10.7453	0.8873	0.0064	1046	0:00:58.248126	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9524	8.1196	1.6242	0.0232	7946	0:00:58.174470	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9521	8.7945	1.3904	0.0029	3802	0:00:58.396533	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9542	8.9243	1.3495	0.0071	4784	0:00:58.194220	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9520	9.2013	1.2661	0.0079	6252	0:00:58.047354	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9535	8.3822	1.5289	0.0038	9059	0:00:58.129210	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0220	24.6180	0.0550	0.0001	5561	0:46:38.862519	torch.float32	0.9999512434005737		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0152	24.9047	0.0515	0.0004	2086	0:42:15.460867	torch.float32	1.0		
resnet18	CIFAR10	False	4	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0150	23.0104	0.0796	0.0004	5227	0:56:23.379033	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0200	28.5781	0.0221	0.0000	7809	0:39:19.119247	torch.float32	0.9999512434005737		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0207	25.5054	0.0448	0.0001	8143	0:37:26.850630	torch.float32	1.0		
resnet18	CIFAR10	False	4	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0085	25.7611	0.0423	0.0002	3260	0:49:02.061285	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0154	21.1643	0.1218	0.0003	9190	0:39:18.290902	torch.float32	0.9999512434005737		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0287	24.9289	0.0512	0.0003	7493	0:37:26.066125	torch.float32	1.0		
resnet18	CIFAR10	False	4	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	25.1287	0.0489	0.0007	4305	0:40:56.237355	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0265	25.4601	0.0453	0.0002	8757	0:24:43.158870	torch.float32	0.9999512434005737		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0029	41.9193	0.0007	0.0000	6049	0:01:47.856234	torch.float32	0.9999447464942932		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0050	43.3037	0.0005	0.0000	5933	0:02:34.732644	torch.float32	0.9999196529388428		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0136	38.6739	0.0014	0.0000	4813	0:02:01.014384	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0135	38.5437	0.0015	0.0000	2708	0:03:36.777873	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0126	41.6856	0.0007	0.0000	8225	0:02:39.492437	torch.float32	0.9999447464942932		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0050	39.1343	0.0013	0.0001	7504	0:04:56.767385	torch.float32	0.9999497532844543		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0098	44.2279	0.0004	0.0000	1736	0:03:43.805394	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0097	41.1430	0.0008	0.0000	4307	0:02:58.340675	torch.float32	0.9999799132347107		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0202	28.3573	0.0154	0.0002	5864	0:05:12.699834	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0171	42.3744	0.0006	0.0000	4759	0:05:13.288546	torch.float32	0.9999497532844543		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0093	33.5903	0.0046	0.0000	2369	0:06:15.559700	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0046	42.8947	0.0005	0.0000	5204	0:04:07.045739	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0111	40.5888	0.0009	0.0000	4377	0:02:57.854648	torch.float32	0.9999397397041321		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0019	35.8795	0.0027	0.0001	1032	0:06:21.354426	torch.float32	0.9999246597290039		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0167	37.7430	0.0018	0.0000	4016	0:05:12.572612	torch.float32	0.9990713000297546		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0159	41.2628	0.0008	0.0000	6273	0:02:58.125013	torch.float32	0.999934732913971		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0021	39.1170	0.0013	0.0000	8934	0:05:12.626358	torch.float32	0.9999397397041321		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0082	39.3942	0.0012	0.0000	1373	0:04:04.234175	torch.float32	0.9999246597290039		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0166	36.9660	0.0021	0.0000	5166	0:06:06.481217	torch.float32	0.9990361928939819		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0071	39.5768	0.0012	0.0000	4731	0:05:42.921613	torch.float32	0.9999799132347107		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0049	39.6328	0.0011	0.0001	4610	0:03:26.688069	torch.float32	0.9999196529388428		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0201	35.2786	0.0031	0.0002	5963	0:04:22.159713	torch.float32	0.9991767406463623		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0275	36.8628	0.0022	0.0001	9680	0:04:21.180225	torch.float32	0.9999297261238098		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0132	21.7523	0.0704	0.0005	5993	0:05:20.217191	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0043	45.1321	0.0003	0.0000	47	0:03:31.246992	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0102	37.0748	0.0021	0.0001	6462	0:05:24.160293	torch.float32	0.9999196529388428		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0126	34.6294	0.0036	0.0000	6936	0:04:27.282316	torch.float32	0.9990261197090149		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0031	39.1412	0.0013	0.0000	6582	0:04:27.304317	torch.float32	0.9999648332595825		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0108	37.7417	0.0018	0.0000	5606	0:03:32.349450	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0134	34.3215	0.0039	0.0001	509	0:05:25.404445	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0274	28.2682	0.0157	0.0001	2641	0:04:22.832037	torch.float32	0.9990863800048828		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0032	46.3180	0.0002	0.0000	2	0:04:22.839685	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0178	37.2222	0.0020	0.0000	3986	0:03:21.587800	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0016	40.4813	0.0009	0.0000	3833	0:05:10.640797	torch.float32	0.9999146461486816		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0568	32.8665	0.0054	0.0001	1822	0:02:47.773112	torch.float32	0.9990662932395935		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0179	27.6999	0.0179	0.0002	4706	0:04:30.717577	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	7	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0132	30.0218	0.0105	0.0001	3327	0:03:31.913979	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0137	40.5443	0.0009	0.0000	4316	0:03:55.550750	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0114	38.4084	0.0015	0.0001	4092	0:02:03.373886	torch.float32	0.9992671012878418		
mnist mlp	MNIST	False	9	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0116	26.0921	0.0259	0.0003	7786	0:03:01.762758	torch.float32	0.9991164803504944		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0205	37.1258	0.0020	0.0000	8299	0:01:56.862313	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	5	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0285	36.0856	0.0026	0.0000	1481	0:01:41.618665	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0275	31.7565	0.0070	0.0001	9057	0:01:17.352027	torch.float32	0.9990863800048828		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0392	31.4221	0.0076	0.0000	3386	0:01:20.437154	torch.float32	0.9990261197090149		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0294	34.6512	0.0036	0.0000	6363	0:01:20.054624	torch.float32	0.9990361928939819		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0376	32.1766	0.0064	0.0001	8965	0:01:14.534505	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0288	34.1758	0.0040	0.0000	793	0:01:15.539548	torch.float32	0.9990462064743042		
mnist mlp	MNIST	False	3	ALG_rGaussPGrad22	5e-06	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0561	27.8877	0.0171	0.0001	53	0:01:15.442034	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1694	31.2774	0.0078	0.0000	8473	0:01:08.618118	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2986	31.1780	0.0080	0.0000	688	0:01:57.633777	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2486	32.3009	0.0062	0.0000	1246	0:02:07.734894	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2528	33.0364	0.0052	0.0000	2583	0:01:54.875383	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1895	24.4768	0.0376	0.0002	6384	0:00:03.998092	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2669	26.3312	0.0245	0.0002	594	0:00:01.176087	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0834	38.4185	0.0015	0.0000	6648	0:01:45.392999	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0848	26.6482	0.0228	0.0001	4177	0:00:02.569225	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1088	26.5889	0.0231	0.0001	5226	0:00:00.606546	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1286	28.3152	0.0155	0.0001	1806	0:00:00.335166	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0863	27.6028	0.0183	0.0002	6490	0:00:00.397775	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1140	25.2847	0.0312	0.0003	6934	0:00:00.372171	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0464	39.3019	0.0012	0.0000	3912	0:02:07.001871	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0616	34.6620	0.0036	0.0001	8300	0:02:13.733162	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0750	27.5314	0.0186	0.0003	4301	0:00:00.931093	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0406	37.1953	0.0020	0.0000	7918	0:01:07.971912	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0654	28.3337	0.0155	0.0001	4217	0:00:01.092248	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0894	27.1980	0.0201	0.0000	2437	0:00:00.437562	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0565	30.1832	0.0101	0.0001	6037	0:00:00.383186	torch.float32	1.0		
