model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	7	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0477	23.6936	0.0450	0.0020	1381	0:01:22.553345	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0530	23.5071	0.0470	0.0006	1102	0:00:00.565191	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0319	24.6272	0.0363	0.0004	3725	0:00:00.465790	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0478	24.3292	0.0389	0.0006	5219	0:00:00.310783	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0588	23.6720	0.0452	0.0007	3219	0:03:12.678930	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0285	28.4588	0.0150	0.0002	4144	0:04:07.235552	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0135	34.6605	0.0036	0.0001	3851	0:05:43.674063	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0171	33.0490	0.0052	0.0002	6113	0:07:16.252202	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0152	32.2800	0.0062	0.0001	1124	0:07:26.167113	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0120	30.4367	0.0095	0.0003	4772	0:07:21.607338	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	73.5535	0.0000	0.0000	6985	0:16:12.359389	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0047	40.3164	0.0010	0.0000	2285	0:15:14.443131	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0073	41.3617	0.0008	0.0000	7347	0:15:07.016114	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0028	48.1649	0.0002	0.0000	5087	0:14:37.029011	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0002	59.1455	0.0000	0.0000	7794	0:14:04.406700	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0047	44.5757	0.0004	0.0000	7687	0:13:04.548951	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0099	29.4896	0.0179	0.0002	2521	0:39:54.617346	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0149	21.8191	0.1048	0.0003	9249	0:32:09.983253	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0134	21.1642	0.1218	0.0008	1900	0:31:44.415905	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	30.7235	0.0135	0.0000	4326	0:31:10.016994	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0111	21.6232	0.1096	0.0001	1529	0:31:07.359511	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0123	29.0638	0.0198	0.0005	2370	0:31:07.911066	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0200	18.4983	0.2250	0.0014	2932	0:46:41.221447	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0086	24.8026	0.0527	0.0009	6747	0:46:31.132776	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0074	28.0099	0.0252	0.0004	427	0:46:32.398614	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0116	24.9246	0.0512	0.0001	6365	0:47:22.782320	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0100	25.1779	0.0483	0.0002	6982	0:48:20.263233	torch.float32	1.0
resnet18	CIFAR10	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0096	24.6077	0.0551	0.0005	6419	0:47:08.820610	torch.float32	1.0
resnet18	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0109	30.2975	0.0149	0.0003	1400	1:13:26.203869	torch.float32	1.0
resnet18	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0198	23.6999	0.0679	0.0004	2315	1:02:00.390418	torch.float32	1.0
resnet18	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0106	25.4127	0.0458	0.0003	6961	1:02:39.994251	torch.float32	1.0
resnet18	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0142	25.7510	0.0424	0.0004	1463	1:12:12.159843	torch.float32	1.0
resnet18	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0160	22.0012	0.1005	0.0003	4098	1:12:47.561868	torch.float32	1.0
resnet34	CIFAR10	False	5	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0139	22.1954	0.0961	1.7549	3136	2:12:21.323598	torch.float32	1.0
resnet34	CIFAR10	False	5	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0156	14.9710	0.5070	9.6300	3764	1:47:14.187336	torch.float32	1.0
resnet34	CIFAR10	False	5	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	20.8091	0.1322	0.0685	5792	1:24:03.963041	torch.float32	1.0
resnet34	CIFAR10	False	5	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	22.5477	0.0886	0.0146	1508	0:45:31.831566	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0291	12.8377	0.8286	0.4175	8030	0:43:32.228537	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0807	7.3224	2.9503	69.3409	1710	0:00:00.696968	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1001	7.0712	3.1260	30.8114	7749	0:00:00.486495	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0901	5.7807	4.2076	8.4860	7413	0:00:00.571950	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	15.5693	0.4417	0.3854	8804	0:56:48.860518	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0218	18.3036	0.2354	5.4785	2968	1:01:01.182169	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0231	22.0373	0.0996	1.9652	2391	1:00:35.898733	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0157	20.8683	0.1304	0.0723	3618	1:01:02.072364	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0120	21.8738	0.1034	0.6223	4961	1:00:35.960641	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0175	15.3009	0.4699	26.5340	1110	1:01:01.796425	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0174	21.7757	0.1058	0.2305	3431	1:00:36.137100	torch.float32	1.0
resnet34	CIFAR10	False	2	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0122	21.5048	0.1126	0.2894	697	0:42:06.661250	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0487	25.4476	0.0300	0.0002	8520	0:04:14.282451	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0393	21.7989	0.0696	0.0005	8486	0:06:35.193355	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0284	29.3801	0.0122	0.0004	5874	0:07:14.636805	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0213	29.6672	0.0114	0.0004	3993	0:06:15.484998	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0447	25.5689	0.0292	0.0004	3473	0:06:12.883728	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0729	20.3681	0.0968	0.0011	8916	0:06:02.340151	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0141	30.6315	0.0091	0.0004	4069	0:06:13.795557	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0515	24.3982	0.0383	0.0006	6801	0:05:48.440324	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0837	30.2064	0.0100	0.0004	1818	0:05:15.707480	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0895	19.9935	0.1055	0.0011	3735	0:06:11.573053	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0056	36.0958	0.0026	0.0001	8783	0:04:41.042046	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0072	37.6987	0.0018	0.0000	7105	0:04:53.425490	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0020	47.9045	0.0002	0.0000	1224	0:04:54.414336	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0068	40.2082	0.0010	0.0001	1785	0:04:37.062500	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0013	43.7611	0.0004	0.0000	7458	0:04:53.675348	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0040	40.9740	0.0008	0.0000	4467	0:04:53.353843	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0172	38.2613	0.0016	0.0001	5581	0:04:43.548263	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0022	41.4425	0.0008	0.0000	4707	0:04:04.303017	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0049	39.6936	0.0011	0.0000	6169	0:04:04.374685	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0075	42.3313	0.0006	0.0000	3764	0:04:04.475409	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0056	39.0189	0.0013	0.0000	2306	0:02:44.993293	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0061	39.5664	0.0012	0.0000	6123	0:04:02.555255	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0148	44.9893	0.0003	0.0000	9655	0:04:03.080841	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0226	32.3647	0.0061	0.0002	2162	0:03:20.714419	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0037	45.6855	0.0003	0.0000	1910	0:03:14.137539	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9527	9.2563	1.2502	0.0028	4922	0:03:42.313375	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9506	8.0041	1.6679	0.0108	7153	0:04:02.165733	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9604	8.1528	1.6118	0.0077	3607	0:02:58.836114	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9525	8.2290	1.5838	0.0096	654	0:02:30.140913	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9554	7.3545	1.9370	0.0148	4768	0:02:29.456904	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9528	7.4349	1.9015	0.0094	6806	0:02:30.547148	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9558	8.2174	1.5880	0.0072	7859	0:02:39.110161	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0148	28.9817	0.0133	0.0003	4120	0:05:12.171680	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0319	26.9373	0.0213	0.0006	4869	0:04:20.978594	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0878	26.2181	0.0252	0.0004	2529	0:03:53.251172	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0695	28.2922	0.0156	0.0001	9900	0:03:51.243548	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	35.6017	0.0029	0.0002	3559	0:03:50.580185	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0400	29.9824	0.0106	0.0001	5011	0:03:51.454788	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0299	22.7771	0.0556	0.0011	860	0:03:51.083357	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0107	30.2625	0.0099	0.0003	2004	0:03:25.793651	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0387	22.8008	0.0553	0.0012	3156	0:03:35.752784	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0638	23.6618	0.0453	0.0016	4621	0:04:19.354218	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0772	21.7567	0.0703	0.0013	3278	0:01:30.945753	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0618	21.0459	0.0828	0.0008	8011	0:00:00.616123	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0719	21.3593	0.0770	0.0016	2612	0:00:00.633732	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0325	23.3867	0.0483	0.0013	184	0:00:00.368775	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0312	22.8547	0.0546	0.0007	7293	0:00:00.384025	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0558	19.8558	0.1089	0.0008	6179	0:00:00.368408	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0251	24.7732	0.0351	0.0002	6589	0:00:00.338678	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0776	22.1323	0.0645	0.0010	3514	0:00:00.358698	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0839	20.1255	0.1023	0.0016	1749	0:00:00.336696	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0891	24.2168	0.0399	0.0014	8331	0:00:00.347253	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0465	24.3077	0.0391	0.0010	8650	0:00:00.414549	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0765	19.7850	0.1107	0.0024	7990	0:00:00.368362	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0989	19.9838	0.1057	0.0014	5923	0:00:00.362471	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0744	22.3794	0.0609	0.0007	7111	0:00:00.358523	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0267	26.2644	0.0249	0.0005	268	0:00:01.081359	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0384	22.1657	0.0640	0.0012	5149	0:00:00.720380	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0558	24.4903	0.0375	0.0007	4530	0:00:00.496881	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0856	23.9847	0.0421	0.0012	6729	0:00:00.818036	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0710	22.9002	0.0540	0.0011	3235	0:00:00.209299	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0560	24.1032	0.0410	0.0005	3310	0:00:00.150834	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0716	25.0268	0.0331	0.0003	4784	0:00:00.136311	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_NoGaussSGD	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0546	23.0766	0.0519	0.0010	9061	0:00:00.129079	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0070	31.9299	0.0068	0.0001	127	0:05:19.108818	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0331	21.8629	0.0686	0.0024	8109	0:08:38.422732	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0522	24.9159	0.0340	0.0007	5303	0:09:10.252331	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0398	25.9695	0.0266	0.0006	9233	0:08:42.815632	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0441	25.9344	0.0269	0.0007	5531	0:06:20.436177	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0280	29.6439	0.0114	0.0001	1481	0:05:11.035113	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0277	22.4274	0.0602	0.0017	934	0:06:11.028481	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	23.5117	0.0469	0.0007	1501	0:08:57.122126	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0127	28.9505	0.0134	0.0002	205	0:08:02.371537	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0328	31.3815	0.0077	0.0002	2788	0:07:36.937265	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0373	31.4041	0.0076	0.0003	1212	0:07:33.349899	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0433	28.3351	0.0155	0.0004	3947	0:07:39.152941	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0310	25.5747	0.0292	0.0005	3807	0:06:25.749043	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0394	26.0996	0.0259	0.0006	7625	0:07:26.409786	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0634	23.2337	0.0500	0.0004	1569	0:06:09.163052	torch.float32	1.0
